,Jurisdiction of Occurrence,MMWR Year,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",Population
173,Maine,2016,13995.0,12795.0,0.0,3243.0,252.0,437.0,30.0,903.0,11.0,20.0,0.0,2865.0,580.0,0.0,0.0,1331317.0
174,Maine,2017,14442.0,13116.0,0.0,3335.0,151.0,465.0,80.0,957.0,0.0,30.0,0.0,2797.0,693.0,0.0,0.0,1334612.0
175,Maine,2018,14507.0,13178.0,0.0,3225.0,267.0,463.0,101.0,916.0,21.0,10.0,0.0,2929.0,610.0,0.0,0.0,1339057.0
176,Maine,2019,14819.0,13464.0,0.0,3332.0,296.0,399.0,78.0,1015.0,12.0,10.0,0.0,2921.0,546.0,0.0,0.0,1344212.0
177,Maine,2020,15859.0,14365.0,0.0,3432.0,303.0,461.0,39.0,868.0,11.0,0.0,0.0,3082.0,628.0,359.0,312.0,1362359.0
178,Maine,2021,17095.0,15440.0,0.0,3357.0,404.0,362.0,0.0,865.0,32.0,21.0,0.0,3352.0,544.0,1375.0,1226.0,1365759.0
179,Maine,2022,12274.0,11147.0,0.0,2462.0,329.0,273.0,0.0,581.0,32.0,11.0,111.0,2551.0,384.0,747.0,517.0,1381441.0
180,Maryland,2014,46782.0,43221.0,1060.0,10892.0,1329.0,979.0,1074.0,1958.0,387.0,753.0,0.0,11460.0,2478.0,0.0,0.0,5957283.0
181,Maryland,2015,46891.0,42928.0,934.0,10454.0,1241.0,1101.0,1179.0,2033.0,405.0,787.0,0.0,11446.0,2469.0,0.0,0.0,5985562.0
182,Maryland,2016,48321.0,43449.0,912.0,10724.0,1344.0,1200.0,1036.0,2056.0,454.0,811.0,0.0,11328.0,2631.0,0.0,0.0,6003323.0
183,Maryland,2017,49388.0,44158.0,882.0,10655.0,1451.0,1211.0,980.0,2063.0,469.0,815.0,0.0,11514.0,2716.0,0.0,0.0,6023868.0
184,Maryland,2018,50018.0,44770.0,892.0,10844.0,1420.0,1120.0,918.0,2226.0,511.0,846.0,0.0,11534.0,2811.0,0.0,0.0,6035802.0
185,Maryland,2019,50231.0,44825.0,826.0,10732.0,1499.0,1044.0,744.0,2141.0,474.0,693.0,0.0,11648.0,2937.0,0.0,0.0,6045680.0
186,Maryland,2020,60526.0,54521.0,922.0,10940.0,1793.0,1192.0,887.0,2097.0,422.0,685.0,10.0,12795.0,3111.0,6816.0,6095.0,6177224.0
187,Maryland,2021,57251.0,51271.0,884.0,10417.0,1753.0,1125.0,486.0,1793.0,463.0,646.0,44.0,12013.0,3291.0,6054.0,5202.0,6217591.0
188,Maryland,2022,40149.0,36334.0,675.0,7843.0,1221.0,817.0,367.0,1320.0,323.0,480.0,295.0,8528.0,2404.0,3577.0,2595.0,6157731.0
189,Massachusetts,2014,57029.0,53538.0,854.0,13349.0,1235.0,1727.0,1451.0,2659.0,808.0,1272.0,1425.0,12109.0,2526.0,0.0,0.0,6762596.0
190,Massachusetts,2015,58445.0,54393.0,904.0,13051.0,1399.0,1797.0,1532.0,2785.0,849.0,1249.0,1202.0,12168.0,2473.0,0.0,0.0,6794228.0
191,Massachusetts,2016,57472.0,52854.0,885.0,12985.0,1257.0,1691.0,1274.0,2684.0,812.0,1165.0,1005.0,11938.0,2478.0,0.0,0.0,6823608.0
192,Massachusetts,2017,59434.0,54755.0,879.0,13243.0,1330.0,1837.0,1462.0,2852.0,952.0,1201.0,1084.0,12224.0,2382.0,0.0,0.0,6859789.0
193,Massachusetts,2018,59800.0,54880.0,999.0,12923.0,1388.0,1833.0,1478.0,2771.0,1064.0,1195.0,870.0,12121.0,2438.0,0.0,0.0,6882635.0
194,Massachusetts,2019,59264.0,54323.0,948.0,12899.0,1370.0,1651.0,1234.0,2872.0,1037.0,1321.0,821.0,11836.0,2455.0,0.0,0.0,6892503.0
195,Massachusetts,2020,69916.0,64770.0,925.0,12889.0,1577.0,1746.0,1314.0,2587.0,988.0,1267.0,680.0,11979.0,2319.0,10322.0,9504.0,7029917.0
196,Massachusetts,2021,63746.0,58250.0,879.0,12728.0,1550.0,1539.0,789.0,2416.0,1040.0,1250.0,747.0,12024.0,2269.0,5491.0,4877.0,7078146.0
197,Massachusetts,2022,46255.0,42946.0,682.0,9188.0,1095.0,1111.0,600.0,1686.0,773.0,1023.0,1860.0,8751.0,1667.0,3424.0,2596.0,6962372.0
198,Michigan,2014,94340.0,87606.0,1225.0,21220.0,2883.0,3408.0,1918.0,5372.0,1190.0,1847.0,348.0,24871.0,4559.0,0.0,0.0,9929848.0
199,Michigan,2015,93444.0,86494.0,1215.0,20418.0,2704.0,3737.0,1820.0,5757.0,1205.0,1893.0,343.0,24329.0,4563.0,0.0,0.0,9931715.0
200,Michigan,2016,94275.0,86707.0,1198.0,20506.0,2622.0,4197.0,1646.0,5477.0,1168.0,1748.0,363.0,24769.0,4776.0,0.0,0.0,9950571.0
201,Michigan,2017,95874.0,87851.0,1209.0,20330.0,2754.0,4385.0,1765.0,5602.0,1218.0,1842.0,553.0,24762.0,4890.0,0.0,0.0,9973114.0
202,Michigan,2018,97234.0,89174.0,1231.0,20683.0,2785.0,4455.0,1829.0,5699.0,1284.0,1891.0,433.0,24972.0,5057.0,0.0,0.0,9984072.0
203,Michigan,2019,97397.0,89531.0,1131.0,20567.0,2867.0,4452.0,1636.0,5686.0,1315.0,1830.0,497.0,25105.0,5067.0,0.0,0.0,9986857.0
204,Michigan,2020,117064.0,108130.0,1275.0,21176.0,3418.0,4921.0,1873.0,5654.0,1229.0,1932.0,551.0,27119.0,5874.0,12493.0,11391.0,10077331.0
205,Michigan,2021,115708.0,106423.0,1222.0,20925.0,3383.0,4173.0,1297.0,5134.0,1205.0,1931.0,644.0,26269.0,5686.0,14879.0,13260.0,10096700.0
206,Michigan,2022,78541.0,72808.0,922.0,15041.0,2381.0,2998.0,933.0,3618.0,939.0,1489.0,1526.0,18923.0,4184.0,6439.0,4819.0,10032720.0
207,Minnesota,2014,42222.0,38902.0,161.0,9921.0,1218.0,1659.0,502.0,2286.0,428.0,619.0,1066.0,7756.0,2240.0,0.0,0.0,5451079.0
208,Minnesota,2015,42497.0,38962.0,199.0,9925.0,1212.0,1775.0,591.0,2335.0,523.0,559.0,1035.0,7779.0,2201.0,0.0,0.0,5482032.0
209,Minnesota,2016,42829.0,39219.0,149.0,9896.0,1266.0,2187.0,310.0,2338.0,522.0,463.0,1107.0,7743.0,2151.0,0.0,0.0,5522744.0
210,Minnesota,2017,44101.0,40282.0,108.0,9953.0,1312.0,2452.0,521.0,2453.0,561.0,349.0,1050.0,8122.0,2205.0,0.0,0.0,5566230.0
211,Minnesota,2018,44583.0,40826.0,197.0,9980.0,1292.0,2432.0,486.0,2331.0,631.0,494.0,976.0,8339.0,2234.0,0.0,0.0,5606249.0
212,Minnesota,2019,45219.0,41263.0,164.0,10076.0,1383.0,2543.0,341.0,2264.0,522.0,326.0,1077.0,8313.0,2343.0,0.0,0.0,5639632.0
213,Minnesota,2020,52926.0,48414.0,258.0,10212.0,1499.0,2623.0,345.0,2229.0,578.0,337.0,1132.0,8664.0,2307.0,5915.0,5176.0,5706494.0
214,Minnesota,2021,51280.0,46352.0,261.0,10298.0,1564.0,2225.0,116.0,2066.0,626.0,313.0,1152.0,8474.0,2359.0,5129.0,4258.0,5746751.0
215,Minnesota,2022,36245.0,32889.0,221.0,7462.0,1062.0,1632.0,126.0,1506.0,438.0,331.0,838.0,6516.0,1718.0,2586.0,1780.0,5702253.0
216,Mississippi,2014,30297.0,27830.0,482.0,6441.0,1017.0,1107.0,700.0,1739.0,280.0,666.0,107.0,7570.0,1533.0,0.0,0.0,2990468.0
217,Mississippi,2015,30871.0,28287.0,527.0,6294.0,1079.0,1388.0,702.0,1889.0,278.0,646.0,168.0,7788.0,1640.0,0.0,0.0,2988471.0
218,Mississippi,2016,30824.0,28291.0,486.0,6369.0,1071.0,1480.0,691.0,2088.0,292.0,747.0,234.0,7683.0,1621.0,0.0,0.0,2987938.0
219,Mississippi,2017,31328.0,28811.0,369.0,6369.0,1174.0,1619.0,702.0,2014.0,380.0,703.0,217.0,7787.0,1609.0,0.0,0.0,2988510.0
220,Mississippi,2018,31594.0,29017.0,209.0,6332.0,1082.0,1560.0,887.0,2124.0,390.0,755.0,205.0,7633.0,1687.0,0.0,0.0,2981020.0
221,Mississippi,2019,31934.0,29227.0,112.0,6425.0,1156.0,1659.0,745.0,2066.0,261.0,718.0,44.0,7857.0,1745.0,0.0,0.0,2976149.0
222,Mississippi,2020,39893.0,36651.0,42.0,6515.0,1454.0,2041.0,879.0,2233.0,260.0,788.0,31.0,8788.0,1854.0,5244.0,4645.0,2961279.0
223,Mississippi,2021,40120.0,36593.0,53.0,6471.0,1490.0,1672.0,633.0,2136.0,212.0,665.0,43.0,8722.0,1871.0,5829.0,5035.0,2960677.0
224,Mississippi,2022,26856.0,24635.0,11.0,4675.0,929.0,1226.0,389.0,1542.0,94.0,503.0,164.0,6288.0,1342.0,2824.0,2035.0,2940820.0
225,Missouri,2014,61417.0,56374.0,854.0,13714.0,1452.0,2101.0,1419.0,3899.0,885.0,1554.0,173.0,14997.0,3277.0,0.0,0.0,6056202.0
226,Missouri,2015,61644.0,56366.0,912.0,13420.0,1477.0,2195.0,1365.0,3972.0,995.0,1540.0,207.0,15073.0,3183.0,0.0,0.0,6071732.0
227,Missouri,2016,61519.0,55846.0,842.0,13087.0,1533.0,2297.0,1173.0,3995.0,1135.0,1569.0,242.0,14834.0,3244.0,0.0,0.0,6087135.0
228,Missouri,2017,63984.0,58030.0,918.0,13453.0,1621.0,2543.0,1330.0,4018.0,1241.0,1593.0,226.0,15133.0,3384.0,0.0,0.0,6106670.0
229,Missouri,2018,65345.0,59066.0,922.0,13530.0,1646.0,2646.0,1515.0,4039.0,1242.0,1598.0,339.0,15239.0,3242.0,0.0,0.0,6121623.0
230,Missouri,2019,64536.0,58421.0,961.0,13353.0,1661.0,2787.0,1100.0,3839.0,1350.0,1541.0,343.0,15340.0,3237.0,0.0,0.0,6137428.0
231,Missouri,2020,77352.0,70451.0,1019.0,13608.0,1872.0,2938.0,1220.0,3955.0,1608.0,1761.0,465.0,16514.0,3530.0,8193.0,7470.0,6154913.0
232,Missouri,2021,76224.0,69063.0,1079.0,13552.0,1898.0,2520.0,914.0,3667.0,1428.0,1616.0,519.0,16048.0,3355.0,8851.0,8091.0,6171512.0
233,Missouri,2022,52476.0,47952.0,743.0,9615.0,1332.0,1867.0,696.0,2709.0,820.0,1278.0,101.0,11719.0,2357.0,4573.0,3828.0,6180523.0
234,Montana,2014,9586.0,8632.0,0.0,2076.0,21.0,10.0,10.0,599.0,0.0,11.0,0.0,2007.0,268.0,0.0,0.0,1021869.0
235,Montana,2015,9844.0,8846.0,0.0,2107.0,86.0,20.0,11.0,619.0,0.0,0.0,0.0,2112.0,258.0,0.0,0.0,1030475.0
236,Montana,2016,9878.0,8879.0,0.0,2004.0,33.0,45.0,15.0,672.0,0.0,0.0,10.0,2133.0,237.0,0.0,0.0,1040859.0
237,Montana,2017,10221.0,9216.0,0.0,2116.0,31.0,12.0,44.0,695.0,0.0,0.0,0.0,2184.0,290.0,0.0,0.0,1052482.0
238,Montana,2018,9951.0,8981.0,0.0,2004.0,0.0,33.0,23.0,649.0,0.0,0.0,0.0,2353.0,187.0,0.0,0.0,1060665.0
239,Montana,2019,10382.0,9325.0,0.0,2081.0,20.0,79.0,11.0,738.0,0.0,0.0,0.0,2304.0,126.0,0.0,0.0,1068778.0
240,Montana,2020,12177.0,10999.0,0.0,2146.0,94.0,91.0,21.0,576.0,0.0,0.0,0.0,2453.0,223.0,1233.0,1084.0,1084225.0
241,Montana,2021,12748.0,11425.0,0.0,2158.0,79.0,43.0,0.0,433.0,11.0,0.0,0.0,2542.0,213.0,1736.0,1530.0,1093706.0
242,Montana,2022,8590.0,7723.0,0.0,1592.0,22.0,43.0,0.0,355.0,0.0,0.0,0.0,1814.0,106.0,489.0,331.0,1125473.0
243,Nebraska,2014,16478.0,15324.0,0.0,3588.0,297.0,368.0,144.0,1135.0,0.0,20.0,176.0,3390.0,766.0,0.0,0.0,1879321.0
244,Nebraska,2015,16882.0,15753.0,0.0,3524.0,392.0,502.0,215.0,1179.0,10.0,20.0,131.0,3611.0,768.0,0.0,0.0,1891277.0
245,Nebraska,2016,16296.0,15153.0,10.0,3491.0,295.0,516.0,133.0,1124.0,11.0,21.0,80.0,3322.0,763.0,0.0,0.0,1905616.0
246,Nebraska,2017,17023.0,15803.0,0.0,3531.0,419.0,617.0,195.0,1227.0,11.0,0.0,0.0,3591.0,724.0,0.0,0.0,1915947.0
247,Nebraska,2018,17103.0,15934.0,0.0,3567.0,507.0,627.0,201.0,1160.0,67.0,10.0,0.0,3536.0,740.0,0.0,0.0,1925614.0
248,Nebraska,2019,17138.0,15861.0,0.0,3519.0,375.0,725.0,109.0,1121.0,21.0,0.0,21.0,3551.0,756.0,0.0,0.0,1934408.0
249,Nebraska,2020,19981.0,18617.0,0.0,3639.0,526.0,786.0,72.0,1093.0,0.0,10.0,10.0,3594.0,887.0,2262.0,2023.0,1961504.0
250,Nebraska,2021,19036.0,17689.0,0.0,3593.0,462.0,588.0,10.0,955.0,10.0,10.0,0.0,3781.0,830.0,1858.0,1548.0,1975020.0
251,Nebraska,2022,13399.0,12426.0,12.0,2488.0,288.0,511.0,20.0,635.0,0.0,0.0,68.0,2691.0,573.0,936.0,603.0,1966441.0
252,Nevada,2014,22784.0,20670.0,12.0,5104.0,106.0,489.0,708.0,1563.0,0.0,130.0,10.0,6084.0,1022.0,0.0,0.0,2817628.0
253,Nevada,2015,23461.0,21148.0,0.0,4962.0,196.0,860.0,567.0,1642.0,0.0,63.0,0.0,6330.0,1143.0,0.0,0.0,2866939.0
254,Nevada,2016,24399.0,21938.0,0.0,5171.0,482.0,627.0,440.0,1792.0,0.0,41.0,0.0,6627.0,1149.0,0.0,0.0,2917563.0
255,Nevada,2017,25414.0,22743.0,0.0,5274.0,511.0,746.0,618.0,1683.0,0.0,10.0,0.0,6671.0,1203.0,0.0,0.0,2969905.0
256,Nevada,2018,25325.0,22649.0,31.0,5171.0,652.0,654.0,400.0,1665.0,21.0,54.0,20.0,6612.0,1272.0,0.0,0.0,3027341.0
257,Nevada,2019,26222.0,23715.0,0.0,5374.0,849.0,609.0,262.0,1692.0,0.0,42.0,23.0,7090.0,1367.0,0.0,0.0,3080156.0
258,Nevada,2020,31862.0,28887.0,0.0,5489.0,925.0,941.0,325.0,1711.0,13.0,71.0,57.0,7592.0,1551.0,3594.0,3362.0,3104614.0
259,Nevada,2021,33830.0,30435.0,12.0,5226.0,876.0,774.0,299.0,1471.0,11.0,57.0,62.0,7596.0,1521.0,5591.0,5261.0,3145020.0
260,Nevada,2022,23331.0,21122.0,20.0,3916.0,606.0,612.0,287.0,1166.0,0.0,23.0,522.0,5489.0,1090.0,2333.0,1940.0,3201212.0
261,New Hampshire,2014,11415.0,10373.0,0.0,2650.0,20.0,164.0,10.0,605.0,0.0,0.0,0.0,2477.0,209.0,0.0,0.0,1333341.0
262,New Hampshire,2015,11668.0,10580.0,0.0,2625.0,47.0,228.0,65.0,667.0,0.0,0.0,0.0,2522.0,243.0,0.0,0.0,1336350.0
263,New Hampshire,2016,11819.0,10638.0,0.0,2745.0,45.0,186.0,0.0,630.0,10.0,0.0,0.0,2567.0,262.0,0.0,0.0,1342307.0
264,New Hampshire,2017,12242.0,11007.0,0.0,2646.0,63.0,174.0,12.0,707.0,10.0,0.0,0.0,2700.0,278.0,0.0,0.0,1348787.0
265,New Hampshire,2018,12459.0,11165.0,0.0,2616.0,0.0,311.0,88.0,707.0,0.0,10.0,0.0,2708.0,265.0,0.0,0.0,1353465.0
266,New Hampshire,2019,12363.0,11158.0,0.0,2666.0,82.0,291.0,41.0,668.0,0.0,0.0,0.0,2691.0,305.0,0.0,0.0,1359711.0
267,New Hampshire,2020,13740.0,12550.0,0.0,2769.0,90.0,318.0,22.0,565.0,0.0,11.0,0.0,2877.0,430.0,780.0,684.0,1377529.0
268,New Hampshire,2021,13802.0,12600.0,0.0,2735.0,140.0,185.0,0.0,602.0,0.0,0.0,0.0,2803.0,359.0,1088.0,941.0,1383635.0
269,New Hampshire,2022,10330.0,9481.0,0.0,1997.0,155.0,144.0,0.0,527.0,0.0,0.0,169.0,2138.0,293.0,499.0,332.0,1405243.0
270,New Jersey,2014,71272.0,67048.0,1793.0,16474.0,2085.0,1989.0,1223.0,3096.0,1516.0,1512.0,890.0,18376.0,3424.0,0.0,0.0,8864525.0
271,New Jersey,2015,70807.0,66413.0,1934.0,15897.0,1906.0,2254.0,1347.0,3157.0,1704.0,1560.0,1006.0,18376.0,3322.0,0.0,0.0,8867949.0
272,New Jersey,2016,71550.0,66609.0,1880.0,15929.0,1937.0,2413.0,1169.0,3034.0,1745.0,1520.0,1129.0,18278.0,3299.0,0.0,0.0,8870827.0
273,New Jersey,2017,73589.0,67932.0,1892.0,15943.0,1899.0,2815.0,1291.0,3221.0,1601.0,1586.0,1009.0,18622.0,3430.0,0.0,0.0,8885525.0
274,New Jersey,2018,74511.0,68710.0,1947.0,15650.0,1859.0,2723.0,1433.0,3184.0,1714.0,1685.0,1115.0,18781.0,3353.0,0.0,0.0,8886025.0
275,New Jersey,2019,73867.0,68156.0,1992.0,15467.0,1907.0,2632.0,1255.0,3047.0,1723.0,1625.0,1172.0,18469.0,3472.0,0.0,0.0,8882190.0
276,New Jersey,2020,96836.0,90857.0,2097.0,15639.0,2477.0,2731.0,1674.0,3013.0,2155.0,1691.0,1273.0,19898.0,3723.0,18335.0,16828.0,9288994.0
277,New Jersey,2021,83290.0,77037.0,2023.0,15250.0,2031.0,2402.0,1146.0,2472.0,1862.0,1656.0,1220.0,18413.0,3715.0,9492.0,8388.0,9338704.0
278,New Jersey,2022,58737.0,54960.0,1466.0,11013.0,1520.0,1670.0,741.0,1874.0,1294.0,1275.0,1895.0,13300.0,2576.0,5427.0,4207.0,9242109.0
279,New Mexico,2014,17260.0,15050.0,0.0,3395.0,582.0,217.0,144.0,1130.0,0.0,21.0,0.0,3393.0,719.0,0.0,0.0,2089568.0
280,New Mexico,2015,16963.0,14851.0,0.0,3439.0,468.0,289.0,79.0,1072.0,11.0,10.0,0.0,3413.0,733.0,0.0,0.0,2089291.0
281,New Mexico,2016,17642.0,15451.0,0.0,3435.0,567.0,418.0,115.0,1098.0,0.0,31.0,0.0,3669.0,776.0,0.0,0.0,2091630.0
282,New Mexico,2017,17971.0,15741.0,11.0,3500.0,550.0,398.0,109.0,1102.0,20.0,33.0,10.0,3795.0,803.0,0.0,0.0,2091784.0
283,New Mexico,2018,18354.0,16042.0,0.0,3542.0,544.0,455.0,155.0,1139.0,33.0,50.0,0.0,3870.0,745.0,0.0,0.0,2092741.0
284,New Mexico,2019,18784.0,16289.0,10.0,3482.0,571.0,399.0,88.0,1084.0,10.0,68.0,0.0,4130.0,761.0,0.0,0.0,2096829.0
285,New Mexico,2020,23449.0,20723.0,0.0,3590.0,755.0,682.0,144.0,1142.0,44.0,59.0,0.0,4262.0,890.0,2919.0,2750.0,2117522.0
286,New Mexico,2021,24513.0,21352.0,0.0,3719.0,791.0,508.0,32.0,1001.0,130.0,79.0,0.0,4110.0,889.0,3668.0,3287.0,2123356.0
287,New Mexico,2022,16210.0,14341.0,13.0,2539.0,519.0,435.0,30.0,736.0,85.0,64.0,382.0,2935.0,702.0,1570.0,1226.0,2113550.0
288,New York,2014,97312.0,91451.0,2047.0,22315.0,2265.0,1816.0,2500.0,4988.0,1352.0,1693.0,950.0,26846.0,4387.0,0.0,0.0,19651049.0
289,New York,2015,97838.0,91736.0,2068.0,21700.0,2145.0,2011.0,2704.0,5212.0,1380.0,1741.0,1169.0,26906.0,4300.0,0.0,0.0,19654666.0
290,New York,2016,97976.0,91251.0,2017.0,21722.0,2195.0,2151.0,2435.0,5054.0,1339.0,1875.0,1419.0,26378.0,4241.0,0.0,0.0,19633428.0
291,New York,2017,99371.0,92479.0,1734.0,21630.0,2337.0,2307.0,2469.0,5401.0,1513.0,1846.0,1384.0,26252.0,4180.0,0.0,0.0,19589572.0
292,New York,2018,100301.0,93599.0,1308.0,21446.0,2515.0,2474.0,2690.0,5381.0,1747.0,1906.0,1442.0,26313.0,4213.0,0.0,0.0,19530351.0
293,New York,2019,100060.0,93559.0,1248.0,21171.0,2620.0,2511.0,2579.0,5200.0,1978.0,1963.0,1795.0,25606.0,4192.0,0.0,0.0,19453561.0
294,New York,2020,121198.0,113460.0,1207.0,21489.0,3220.0,2721.0,2610.0,4861.0,2120.0,1959.0,1504.0,27294.0,4195.0,16487.0,15167.0,20201249.0
295,New York,2021,115571.0,107493.0,1299.0,21001.0,3054.0,2365.0,2135.0,4432.0,2194.0,1793.0,1887.0,25419.0,4387.0,14567.0,12915.0,20283564.0
296,New York,2022,80417.0,75198.0,1034.0,15390.0,2134.0,1564.0,1582.0,3184.0,1752.0,1314.0,2323.0,18390.0,3065.0,7142.0,5404.0,19415392.0
306,North Carolina,2014,87780.0,81060.0,1417.0,19903.0,2761.0,3327.0,1980.0,5161.0,1166.0,1852.0,501.0,18039.0,4834.0,0.0,0.0,9932887.0
307,North Carolina,2015,89545.0,82450.0,1573.0,19550.0,2737.0,3807.0,2118.0,5234.0,1325.0,1837.0,576.0,18513.0,5025.0,0.0,0.0,10031646.0
308,North Carolina,2016,90816.0,83043.0,1561.0,19726.0,2801.0,4143.0,1896.0,5328.0,1395.0,2042.0,674.0,18249.0,4976.0,0.0,0.0,10154788.0
309,North Carolina,2017,93641.0,85251.0,1513.0,19715.0,2902.0,4294.0,2084.0,5553.0,1589.0,2052.0,860.0,18870.0,5098.0,0.0,0.0,10268233.0
310,North Carolina,2018,94459.0,86076.0,1550.0,19952.0,3007.0,4506.0,2064.0,5361.0,1508.0,1960.0,823.0,19270.0,5061.0,0.0,0.0,10381615.0
311,North Carolina,2019,96303.0,87785.0,1548.0,20205.0,3133.0,4512.0,1741.0,5425.0,1586.0,2154.0,1029.0,19630.0,5221.0,0.0,0.0,10488084.0
312,North Carolina,2020,111762.0,101465.0,1644.0,20490.0,3617.0,4777.0,1858.0,5277.0,1674.0,2144.0,905.0,20784.0,5833.0,9013.0,8132.0,10439388.0
313,North Carolina,2021,118434.0,107216.0,1680.0,20414.0,3938.0,4257.0,1544.0,4728.0,1715.0,2251.0,1216.0,21429.0,5692.0,15037.0,13612.0,10529778.0
314,North Carolina,2022,80371.0,73804.0,1037.0,14639.0,2624.0,3043.0,845.0,3610.0,1261.0,1553.0,2681.0,14974.0,4292.0,7018.0,5487.0,10678831.0
315,North Dakota,2014,6912.0,6276.0,0.0,1388.0,0.0,86.0,14.0,101.0,0.0,0.0,0.0,1530.0,89.0,0.0,0.0,737401.0
316,North Dakota,2015,6839.0,6205.0,0.0,1406.0,0.0,130.0,34.0,142.0,0.0,0.0,0.0,1422.0,129.0,0.0,0.0,754066.0
317,North Dakota,2016,6761.0,6163.0,0.0,1357.0,0.0,105.0,0.0,100.0,0.0,0.0,0.0,1433.0,136.0,0.0,0.0,754434.0
318,North Dakota,2017,7065.0,6458.0,0.0,1367.0,0.0,90.0,11.0,155.0,0.0,0.0,0.0,1438.0,132.0,0.0,0.0,754942.0
319,North Dakota,2018,6997.0,6395.0,0.0,1398.0,23.0,111.0,20.0,67.0,0.0,0.0,0.0,1459.0,147.0,0.0,0.0,758080.0
320,North Dakota,2019,7366.0,6708.0,0.0,1415.0,14.0,190.0,0.0,135.0,0.0,0.0,0.0,1585.0,98.0,0.0,0.0,762062.0
321,North Dakota,2020,8956.0,8229.0,0.0,1398.0,11.0,168.0,21.0,100.0,0.0,0.0,0.0,1578.0,108.0,1430.0,1283.0,779094.0
322,North Dakota,2021,8069.0,7330.0,0.0,1344.0,11.0,79.0,0.0,69.0,0.0,0.0,0.0,1550.0,63.0,813.0,686.0,789744.0
323,North Dakota,2022,5530.0,5044.0,0.0,948.0,35.0,35.0,0.0,55.0,0.0,0.0,0.0,1160.0,62.0,349.0,239.0,770221.0
324,Ohio,2014,116734.0,108116.0,1755.0,25752.0,3708.0,4210.0,2548.0,6904.0,1720.0,2030.0,1236.0,27454.0,5931.0,0.0,0.0,11602700.0
325,Ohio,2015,117511.0,108202.0,1945.0,25275.0,3610.0,4644.0,2376.0,7128.0,1747.0,2094.0,1351.0,27847.0,5885.0,0.0,0.0,11617527.0
326,Ohio,2016,118864.0,108268.0,1957.0,25367.0,3530.0,5038.0,2174.0,6957.0,1798.0,2243.0,1482.0,27214.0,5947.0,0.0,0.0,11634370.0
327,Ohio,2017,123411.0,111601.0,2079.0,25594.0,3722.0,5162.0,2230.0,7250.0,2044.0,2207.0,1669.0,27896.0,6405.0,0.0,0.0,11659650.0
328,Ohio,2018,124211.0,113598.0,2042.0,25135.0,3848.0,5422.0,2385.0,7527.0,2137.0,2182.0,1852.0,29105.0,6563.0,0.0,0.0,11676341.0
329,Ohio,2019,123295.0,112129.0,1897.0,25192.0,3832.0,5248.0,1900.0,7153.0,2046.0,2147.0,1677.0,28898.0,6492.0,0.0,0.0,11689100.0
330,Ohio,2020,146122.0,133564.0,2073.0,25324.0,4439.0,6077.0,2076.0,7111.0,2231.0,2216.0,1812.0,31013.0,7180.0,15417.0,13906.0,11799448.0
331,Ohio,2021,146963.0,133946.0,2071.0,25046.0,4458.0,4978.0,1645.0,6399.0,2237.0,2269.0,1604.0,30435.0,7205.0,20344.0,18008.0,11825742.0
332,Ohio,2022,99672.0,91557.0,1412.0,17699.0,3041.0,3500.0,1156.0,4725.0,1656.0,1820.0,2395.0,21328.0,5186.0,9981.0,7961.0,11767059.0
333,Oklahoma,2014,38163.0,34596.0,279.0,7896.0,1266.0,1224.0,558.0,2761.0,90.0,443.0,0.0,9823.0,1825.0,0.0,0.0,3878187.0
334,Oklahoma,2015,38198.0,34586.0,106.0,8047.0,1425.0,1473.0,488.0,2826.0,87.0,435.0,0.0,10057.0,1802.0,0.0,0.0,3909500.0
335,Oklahoma,2016,37914.0,34110.0,226.0,7872.0,1352.0,1551.0,352.0,2689.0,91.0,321.0,10.0,9951.0,1767.0,0.0,0.0,3926331.0
336,Oklahoma,2017,39185.0,35471.0,160.0,7980.0,1366.0,1723.0,447.0,2934.0,165.0,189.0,0.0,10537.0,1862.0,0.0,0.0,3931316.0
337,Oklahoma,2018,39776.0,35973.0,162.0,8232.0,1304.0,1713.0,631.0,2935.0,164.0,178.0,10.0,10382.0,1803.0,0.0,0.0,3940235.0
338,Oklahoma,2019,39591.0,35957.0,97.0,8062.0,1258.0,1746.0,440.0,2903.0,57.0,270.0,0.0,10709.0,1743.0,0.0,0.0,3956971.0
339,Oklahoma,2020,47151.0,43146.0,205.0,8293.0,1537.0,1831.0,488.0,2906.0,109.0,273.0,12.0,11733.0,1880.0,5374.0,4664.0,3959353.0
340,Oklahoma,2021,48925.0,44593.0,101.0,8116.0,1575.0,1543.0,303.0,2772.0,126.0,247.0,22.0,11904.0,1845.0,7742.0,6665.0,3980153.0
341,Oklahoma,2022,33914.0,31389.0,33.0,5904.0,1083.0,1149.0,244.0,2105.0,90.0,156.0,1321.0,8365.0,1310.0,3897.0,2783.0,4018931.0
